model,dimension,property,seed,difficulty_ontrain,difficulty_ontest,mse_test
naivesafe,"(4, 4)","(680, 677)",0,0.13,0.12,1.26805502325857
naivesafe,"(4, 4)","(680, 677)",1,0.13,0.12,1.6767081785640987
naivesafe,"(4, 4)","(537, 322)",1,0.13,0.13,1.6602475977784423
naivesafe,"(4, 4)","(537, 322)",0,0.13,0.13,1.2536846281128768
smle,"(4, 4)","(537, 322)",1,0.13,0.13,3.450496097133877
smle,"(4, 4)","(537, 322)",0,0.13,0.13,3.4511996501541
smle,"(4, 4)","(680, 669)",1,0.21,0.21,1.9575762653416766
smle,"(4, 4)","(680, 669)",0,0.21,0.21,1.8995534472653857
naivesafe,"(4, 4)","(680, 669)",1,0.21,0.21,1.3499016579561032
naivesafe,"(4, 4)","(680, 669)",0,0.21,0.21,0.9327951720091812
naivesafe,"(4, 4)","(537, 677)",1,0.27,0.27,2.4676933956013025
naivesafe,"(4, 4)","(537, 677)",0,0.27,0.27,2.0673995527443414
smle,"(4, 4)","(537, 677)",1,0.27,0.27,4.488044709086748
smle,"(4, 4)","(537, 677)",0,0.27,0.27,4.3728588105768065
smle,"(4, 4)","(980, 322)",1,0.29,0.29,28.538630654823418
smle,"(4, 4)","(980, 322)",0,0.29,0.29,28.470902366896308
naivesafe,"(4, 4)","(980, 322)",1,0.29,0.29,8.394918457179429
naivesafe,"(4, 4)","(980, 322)",0,0.29,0.29,8.002112067251892
smle,"(4, 4)","(980, 677)",1,0.46,0.44,31.26306796763053
smle,"(4, 4)","(980, 677)",0,0.46,0.44,31.853692794459683
naivesafe,"(4, 4)","(980, 677)",1,0.46,0.44,11.775095978508524
naivesafe,"(4, 4)","(980, 677)",0,0.46,0.44,11.393660590933237
naivesafe,"(4, 4)","(537, 669)",0,0.47,0.48,1.161544533304023
naivesafe,"(4, 4)","(537, 669)",1,0.47,0.48,1.5786156079596254
smle,"(4, 4)","(537, 669)",0,0.47,0.48,3.9269596029556357
smle,"(4, 4)","(537, 669)",1,0.47,0.48,4.052456519354341
smle,"(4, 4)","(980, 669)",0,0.69,0.68,30.044201318692004
smle,"(4, 4)","(980, 669)",1,0.69,0.68,30.11828301292397
naivesafe,"(4, 4)","(980, 669)",0,0.69,0.68,3.139197775166617
naivesafe,"(4, 4)","(980, 669)",1,0.69,0.68,3.5459277178476425
smle,"(4, 8)","(207, 839)",1,0.0,0.0,49910.32659818265
smle,"(4, 8)","(207, 839)",0,0.0,0.0,49659.17272820177
smle,"(4, 8)","(207, 383)",0,0.0,0.0,49450.06387096311
smle,"(4, 8)","(207, 383)",1,0.0,0.0,49340.65888195694
naivesafe,"(4, 8)","(207, 293)",1,0.0,0.0,66170.01324345125
naivesafe,"(4, 8)","(207, 293)",0,0.0,0.0,52389.48587720655
naivesafe,"(4, 8)","(207, 420)",1,0.0,0.0,66170.01324345125
naivesafe,"(4, 8)","(207, 420)",0,0.0,0.0,52389.48587720655
naivesafe,"(4, 8)","(207, 839)",1,0.0,0.0,66170.01324345125
naivesafe,"(4, 8)","(207, 839)",0,0.0,0.0,52389.48587720655
smle,"(4, 8)","(207, 420)",1,0.0,0.0,49562.47602844725
smle,"(4, 8)","(207, 420)",0,0.0,0.0,49674.1471992049
smle,"(4, 8)","(207, 293)",1,0.0,0.0,50087.16910203076
unsafe,"(4, 8)","(-1, -1)",0,0.0,0.0,52389.48587720655
unsafe,"(4, 8)","(-1, -1)",1,0.0,0.0,66170.01324345125
smle,"(4, 8)","(207, 293)",0,0.0,0.0,50465.44839318716
naivesafe,"(4, 8)","(207, 383)",0,0.0,0.0,52389.48587720655
naivesafe,"(4, 8)","(207, 383)",1,0.0,0.0,66170.01324345125
naivesafe,"(4, 8)","(680, 839)",1,0.04,0.04,66177.42465427073
naivesafe,"(4, 8)","(680, 839)",0,0.04,0.04,52401.10400131256
smle,"(4, 8)","(680, 839)",1,0.04,0.04,49088.70959188454
smle,"(4, 8)","(680, 839)",0,0.04,0.04,50042.48185528044
smle,"(4, 8)","(537, 839)",0,0.08,0.09,49141.51291410477
smle,"(4, 8)","(537, 839)",1,0.08,0.09,49177.80802130362
naivesafe,"(4, 8)","(537, 839)",0,0.08,0.09,52436.86747561187
naivesafe,"(4, 8)","(537, 839)",1,0.08,0.09,66220.66495359401
smle,"(4, 8)","(680, 293)",1,0.09,0.08,49943.36286755931
smle,"(4, 8)","(680, 293)",0,0.09,0.08,49972.98396173916
naivesafe,"(4, 8)","(680, 293)",1,0.09,0.08,66381.80075549801
naivesafe,"(4, 8)","(680, 293)",0,0.09,0.08,52609.764818948104
naivesafe,"(4, 8)","(680, 383)",0,0.15,0.14,52738.85256170397
naivesafe,"(4, 8)","(680, 383)",1,0.15,0.14,66490.13678635901
smle,"(4, 8)","(680, 383)",0,0.15,0.14,49802.10504090431
smle,"(4, 8)","(680, 383)",1,0.15,0.14,49570.55465767868
naivesafe,"(4, 8)","(537, 293)",0,0.2,0.19,52833.557172651075
naivesafe,"(4, 8)","(537, 293)",1,0.2,0.19,66646.90331385907
smle,"(4, 8)","(537, 293)",0,0.2,0.19,49757.93156262325
smle,"(4, 8)","(537, 293)",1,0.2,0.19,49432.925526544204
naivesafe,"(4, 8)","(980, 839)",0,0.21,0.2,62585.19775688729
naivesafe,"(4, 8)","(980, 839)",1,0.21,0.2,75955.86605603145
smle,"(4, 8)","(980, 839)",0,0.21,0.2,148958.5299210887
smle,"(4, 8)","(980, 839)",1,0.21,0.2,148835.80096593374
smle,"(4, 8)","(680, 420)",1,0.21,0.21,49065.36547206079
smle,"(4, 8)","(680, 420)",0,0.21,0.21,49674.47114753315
naivesafe,"(4, 8)","(680, 420)",1,0.21,0.21,66219.68087620528
naivesafe,"(4, 8)","(680, 420)",0,0.21,0.21,52438.42504584286
smle,"(4, 8)","(980, 293)",0,0.35,0.33,149925.64907373494
smle,"(4, 8)","(980, 293)",1,0.35,0.33,149662.03272012304
naivesafe,"(4, 8)","(980, 293)",0,0.35,0.33,108400.79674794262
naivesafe,"(4, 8)","(980, 293)",1,0.35,0.33,117939.7682495861
smle,"(4, 8)","(537, 383)",1,0.35,0.34,49178.75741084678
smle,"(4, 8)","(537, 383)",0,0.35,0.34,50372.089561309964
naivesafe,"(4, 8)","(537, 383)",1,0.35,0.34,66954.52266873192
naivesafe,"(4, 8)","(537, 383)",0,0.35,0.34,53166.530377447365
naivesafe,"(4, 8)","(537, 420)",0,0.47,0.48,52475.29119847523
naivesafe,"(4, 8)","(537, 420)",1,0.47,0.48,66296.29685176453
smle,"(4, 8)","(537, 420)",0,0.47,0.48,49441.548420836574
smle,"(4, 8)","(537, 420)",1,0.47,0.48,49395.021987568085
naivesafe,"(4, 8)","(980, 383)",1,0.52,0.5,151708.7583468508
naivesafe,"(4, 8)","(980, 383)",0,0.52,0.5,144774.2507182407
smle,"(4, 8)","(980, 383)",1,0.52,0.5,150061.6334864993
smle,"(4, 8)","(980, 383)",0,0.52,0.5,149354.22818512112
smle,"(4, 8)","(980, 420)",0,0.69,0.68,148131.64122196086
smle,"(4, 8)","(980, 420)",1,0.69,0.68,147452.2598936246
naivesafe,"(4, 8)","(980, 420)",0,0.69,0.68,75483.93353635237
naivesafe,"(4, 8)","(980, 420)",1,0.69,0.68,87588.93649436772
unsafe,"(4, 16)","(-1, -1)",0,0.0,0.0,40518138037140.79
unsafe,"(4, 16)","(-1, -1)",1,0.0,0.0,40797974161310.06
smle,"(4, 16)","(207, 270)",1,0.0,0.0,40519682460514.19
smle,"(4, 16)","(207, 270)",0,0.0,0.0,40522704422799.35
naivesafe,"(4, 16)","(207, 17)",0,0.0,0.0,40518137995179.06
naivesafe,"(4, 16)","(207, 17)",1,0.0,0.0,40797974160251.13
naivesafe,"(4, 16)","(207, 270)",0,0.0,0.0,40518137995179.06
naivesafe,"(4, 16)","(207, 270)",1,0.0,0.0,40797974160251.13
smle,"(4, 16)","(207, 82)",1,0.0,0.0,40519909754841.68
smle,"(4, 16)","(207, 82)",0,0.0,0.0,40523047293848.875
smle,"(4, 16)","(207, 537)",1,0.0,0.0,40519699654358.14
smle,"(4, 16)","(207, 537)",0,0.0,0.0,40526284762793.37
naivesafe,"(4, 16)","(207, 82)",1,0.0,0.0,40797974160251.13
naivesafe,"(4, 16)","(207, 82)",0,0.0,0.0,40518137995179.06
naivesafe,"(4, 16)","(207, 537)",0,0.0,0.0,40518137995179.06
smle,"(4, 16)","(207, 17)",0,0.0,0.0,40520361028717.16
smle,"(4, 16)","(207, 17)",1,0.0,0.0,40521997264149.99
naivesafe,"(4, 16)","(207, 537)",1,0.0,0.0,40797974160251.13
smle,"(4, 16)","(680, 82)",1,0.11,0.09,40412354671942.945
smle,"(4, 16)","(680, 82)",0,0.11,0.09,40420049110200.27
naivesafe,"(4, 16)","(680, 82)",1,0.11,0.09,40792576325742.22
naivesafe,"(4, 16)","(680, 82)",0,0.11,0.09,40505606387529.83
naivesafe,"(4, 16)","(680, 537)",0,0.13,0.11,40507674188816.31
naivesafe,"(4, 16)","(680, 537)",1,0.13,0.11,40793501729614.266
smle,"(4, 16)","(680, 537)",1,0.13,0.11,40415477168311.914
smle,"(4, 16)","(680, 537)",0,0.13,0.11,40410171186811.125
naivesafe,"(4, 16)","(680, 17)",0,0.17,0.17,40508919686644.95
naivesafe,"(4, 16)","(680, 17)",1,0.17,0.17,40794187899980.18
smle,"(4, 16)","(680, 17)",0,0.17,0.17,40411556306060.555
smle,"(4, 16)","(680, 17)",1,0.17,0.17,40415955448496.78
naivesafe,"(4, 16)","(680, 270)",0,0.21,0.21,40514880151052.92
naivesafe,"(4, 16)","(680, 270)",1,0.21,0.21,40796437862541.664
smle,"(4, 16)","(680, 270)",1,0.21,0.21,40417966853870.6
smle,"(4, 16)","(680, 270)",0,0.21,0.21,40418781359891.29
naivesafe,"(4, 16)","(537, 82)",1,0.23,0.23,40781955541227.28
naivesafe,"(4, 16)","(537, 82)",0,0.23,0.23,40481163976358.17
smle,"(4, 16)","(537, 82)",1,0.23,0.23,40164401667759.016
smle,"(4, 16)","(537, 82)",0,0.23,0.23,40174973323567.336
smle,"(4, 16)","(537, 537)",0,0.29,0.28,40173948453786.09
smle,"(4, 16)","(537, 537)",1,0.29,0.28,40175358243669.96
naivesafe,"(4, 16)","(537, 537)",1,0.29,0.28,40784732116195.74
naivesafe,"(4, 16)","(537, 537)",0,0.29,0.28,40487308031890.52
smle,"(4, 16)","(980, 82)",0,0.4,0.39,41125905777761.51
smle,"(4, 16)","(980, 82)",1,0.4,0.39,41124347617370.5
naivesafe,"(4, 16)","(980, 82)",0,0.4,0.39,40689143270162.58
naivesafe,"(4, 16)","(980, 82)",1,0.4,0.39,40928757865009.84
smle,"(4, 16)","(537, 17)",0,0.4,0.41,40171040567560.016
smle,"(4, 16)","(537, 17)",1,0.4,0.41,40187072414278.6
naivesafe,"(4, 16)","(537, 17)",0,0.4,0.41,40490966117488.51
naivesafe,"(4, 16)","(537, 17)",1,0.4,0.41,40786754373149.55
smle,"(4, 16)","(980, 537)",0,0.46,0.44,41123857171952.88
smle,"(4, 16)","(980, 537)",1,0.46,0.44,41124552898806.68
naivesafe,"(4, 16)","(980, 537)",1,0.46,0.44,40898857036378.85
naivesafe,"(4, 16)","(980, 537)",0,0.46,0.44,40649255017961.28
smle,"(4, 16)","(537, 270)",0,0.47,0.48,40178642991749.48
smle,"(4, 16)","(537, 270)",1,0.47,0.48,40176057265567.875
naivesafe,"(4, 16)","(537, 270)",1,0.47,0.48,40793377864447.48
naivesafe,"(4, 16)","(537, 270)",0,0.47,0.48,40508468661794.76
naivesafe,"(4, 16)","(980, 17)",1,0.59,0.59,40889475177987.27
naivesafe,"(4, 16)","(980, 17)",0,0.59,0.59,40639764775692.06
smle,"(4, 16)","(980, 17)",1,0.59,0.59,41121510429642.62
smle,"(4, 16)","(980, 17)",0,0.59,0.59,41122423420734.37
smle,"(4, 16)","(980, 270)",0,0.69,0.68,41121904127963.59
smle,"(4, 16)","(980, 270)",1,0.69,0.68,41120856729139.75
naivesafe,"(4, 16)","(980, 270)",1,0.69,0.68,40839904706870.43
naivesafe,"(4, 16)","(980, 270)",0,0.69,0.68,40572609615841.83
naivesafe,"(8, 2)","(30, 688)",0,0.0,0.0,0.02823320761723567
naivesafe,"(8, 2)","(30, 710)",0,0.0,0.0,0.02823320761723567
naivesafe,"(8, 2)","(30, 710)",1,0.0,0.0,0.14430822880531705
naivesafe,"(8, 2)","(30, 688)",1,0.0,0.0,0.14430822880531705
naivesafe,"(8, 2)","(30, 537)",0,0.0,0.0,0.02823320761723567
smle,"(8, 2)","(501, 688)",0,0.0,0.0,0.19712239031353485
smle,"(8, 2)","(501, 688)",1,0.0,0.0,0.20735937582131936
naivesafe,"(8, 2)","(30, 537)",1,0.0,0.0,0.14430822880531705
smle,"(8, 2)","(30, 688)",0,0.0,0.0,0.034463354343742675
smle,"(8, 2)","(30, 710)",0,0.0,0.0,0.04854346689261201
smle,"(8, 2)","(30, 710)",1,0.0,0.0,0.037697880355329644
smle,"(8, 2)","(30, 688)",1,0.0,0.0,0.04787103552009686
smle,"(8, 2)","(933, 688)",0,0.0,0.0,1.433490938180064
smle,"(8, 2)","(159, 688)",1,0.0,0.0,1.7095690944983704
smle,"(8, 2)","(159, 688)",0,0.0,0.0,1.7344605909604125
smle,"(8, 2)","(933, 688)",1,0.0,0.0,1.4200876492086536
smle,"(8, 2)","(30, 537)",0,0.0,0.0,0.030834539240566977
smle,"(8, 2)","(30, 537)",1,0.0,0.0,0.035875364893409784
naivesafe,"(8, 2)","(501, 688)",0,0.0,0.0,0.02823320761723567
naivesafe,"(8, 2)","(30, 580)",0,0.0,0.0,0.02823320761723567
naivesafe,"(8, 2)","(30, 580)",1,0.0,0.0,0.14430822880531705
naivesafe,"(8, 2)","(501, 688)",1,0.0,0.0,0.14430822880531705
smle,"(8, 2)","(30, 580)",0,0.0,0.0,0.050249285443634245
smle,"(8, 2)","(30, 580)",1,0.0,0.0,0.046624397456553134
unsafe,"(8, 2)","(-1, -1)",0,0.0,0.0,0.02823322493195596
naivesafe,"(8, 2)","(159, 688)",1,0.0,0.0,0.14430822880531705
naivesafe,"(8, 2)","(933, 688)",0,0.0,0.0,0.02823320761723567
naivesafe,"(8, 2)","(933, 688)",1,0.0,0.0,0.14430822880531705
naivesafe,"(8, 2)","(159, 688)",0,0.0,0.0,0.02823320761723567
unsafe,"(8, 2)","(-1, -1)",1,0.0,0.0,0.14430823249208866
smle,"(8, 2)","(501, 710)",0,0.02,0.01,0.22480790455079203
smle,"(8, 2)","(501, 710)",1,0.02,0.01,0.2093702717800369
naivesafe,"(8, 2)","(501, 710)",0,0.02,0.01,0.032295265224121406
naivesafe,"(8, 2)","(501, 710)",1,0.02,0.01,0.14735326914989444
smle,"(8, 2)","(501, 537)",0,0.05,0.05,0.2566383504651746
smle,"(8, 2)","(501, 537)",1,0.05,0.05,0.27135075115463436
naivesafe,"(8, 2)","(501, 537)",0,0.05,0.05,0.0496697592811019
naivesafe,"(8, 2)","(501, 537)",1,0.05,0.05,0.16409152426382054
smle,"(8, 2)","(159, 710)",1,0.06,0.06,1.8345696186893061
smle,"(8, 2)","(933, 710)",0,0.06,0.06,1.4334206963708542
smle,"(8, 2)","(933, 710)",1,0.06,0.06,1.4581005246239367
smle,"(8, 2)","(159, 710)",0,0.06,0.06,2.022199614798663
naivesafe,"(8, 2)","(933, 710)",0,0.06,0.06,0.11842107994129153
naivesafe,"(8, 2)","(159, 710)",1,0.06,0.06,0.3383284886189202
naivesafe,"(8, 2)","(159, 710)",0,0.06,0.06,0.22528983298649596
naivesafe,"(8, 2)","(933, 710)",1,0.06,0.06,0.23204019406260287
naivesafe,"(8, 2)","(501, 580)",0,0.09,0.08,0.4175172525254329
naivesafe,"(8, 2)","(501, 580)",1,0.09,0.08,0.5292049581300332
smle,"(8, 2)","(501, 580)",0,0.09,0.08,0.5642504771143506
smle,"(8, 2)","(501, 580)",1,0.09,0.08,0.5608352682243773
smle,"(8, 2)","(159, 537)",1,0.12,0.1,1.8607616496691728
smle,"(8, 2)","(159, 537)",0,0.12,0.1,1.8706322333869292
naivesafe,"(8, 2)","(159, 537)",1,0.12,0.1,0.17953035218594182
naivesafe,"(8, 2)","(159, 537)",0,0.12,0.1,0.06662563228720235
smle,"(8, 2)","(933, 537)",0,0.2,0.19,1.5247698323665246
smle,"(8, 2)","(933, 537)",1,0.2,0.19,1.5300224034697778
naivesafe,"(8, 2)","(933, 537)",0,0.2,0.19,0.1005492069330571
naivesafe,"(8, 2)","(933, 537)",1,0.2,0.19,0.21030887984292201
naivesafe,"(8, 2)","(159, 580)",1,0.24,0.23,4.2534462616498825
naivesafe,"(8, 2)","(159, 580)",0,0.24,0.23,4.158134856266739
smle,"(8, 2)","(159, 580)",1,0.24,0.23,5.174085903030185
smle,"(8, 2)","(159, 580)",0,0.24,0.23,5.091035614673398
naivesafe,"(8, 2)","(933, 580)",0,0.36,0.35,3.0203411193007943
naivesafe,"(8, 2)","(933, 580)",1,0.36,0.35,3.1171298127458034
smle,"(8, 2)","(933, 580)",0,0.36,0.35,3.9972858007116443
smle,"(8, 2)","(933, 580)",1,0.36,0.35,4.193118368621377
naivesafe,"(8, 4)","(30, 284)",1,0.0,0.0,22.868347300484466
smle,"(8, 4)","(30, 982)",1,0.0,0.0,14.727627302071578
smle,"(8, 4)","(30, 982)",0,0.0,0.0,14.040511072981673
naivesafe,"(8, 4)","(30, 284)",0,0.0,0.0,14.48363048825781
smle,"(8, 4)","(30, 284)",1,0.0,0.0,15.590537243669708
naivesafe,"(8, 4)","(30, 982)",1,0.0,0.0,22.868347300484466
naivesafe,"(8, 4)","(30, 982)",0,0.0,0.0,14.48363048825781
smle,"(8, 4)","(30, 284)",0,0.0,0.0,15.225032800389231
naivesafe,"(8, 4)","(30, 624)",1,0.0,0.0,22.868347300484466
naivesafe,"(8, 4)","(30, 624)",0,0.0,0.0,14.48363048825781
smle,"(8, 4)","(30, 565)",0,0.0,0.0,13.923834806115819
smle,"(8, 4)","(30, 565)",1,0.0,0.0,15.565348867420713
smle,"(8, 4)","(30, 624)",1,0.0,0.0,14.003363145970638
smle,"(8, 4)","(30, 624)",0,0.0,0.0,15.858696212197533
naivesafe,"(8, 4)","(30, 565)",0,0.0,0.0,14.48363048825781
naivesafe,"(8, 4)","(30, 565)",1,0.0,0.0,22.868347300484466
unsafe,"(8, 4)","(-1, -1)",0,0.0,0.0,14.48363048825781
unsafe,"(8, 4)","(-1, -1)",1,0.0,0.0,22.868347300484466
smle,"(8, 4)","(501, 624)",0,0.02,0.01,19.92918076414047
smle,"(8, 4)","(501, 624)",1,0.02,0.01,21.021153689682052
naivesafe,"(8, 4)","(501, 624)",0,0.02,0.01,14.483540105698603
naivesafe,"(8, 4)","(501, 624)",1,0.02,0.01,22.868162530240216
smle,"(8, 4)","(159, 624)",1,0.04,0.03,317.7214367697237
smle,"(8, 4)","(159, 624)",0,0.04,0.03,318.9660747199651
naivesafe,"(8, 4)","(159, 624)",1,0.04,0.03,22.868115113545088
naivesafe,"(8, 4)","(159, 624)",0,0.04,0.03,14.48343038468349
smle,"(8, 4)","(501, 565)",1,0.04,0.04,21.123267978836292
smle,"(8, 4)","(501, 565)",0,0.04,0.04,21.303034417705263
naivesafe,"(8, 4)","(501, 565)",1,0.04,0.04,22.868347300484466
naivesafe,"(8, 4)","(501, 565)",0,0.04,0.04,14.483640040744389
naivesafe,"(8, 4)","(501, 284)",0,0.05,0.05,14.970638189850776
naivesafe,"(8, 4)","(501, 284)",1,0.05,0.05,23.351698091171848
smle,"(8, 4)","(501, 284)",0,0.05,0.05,24.504497200416882
smle,"(8, 4)","(501, 284)",1,0.05,0.05,21.753833911023538
smle,"(8, 4)","(933, 624)",0,0.06,0.06,136.3398582115528
smle,"(8, 4)","(933, 624)",1,0.06,0.06,134.76339098332963
naivesafe,"(8, 4)","(933, 624)",0,0.06,0.06,14.48327529301433
naivesafe,"(8, 4)","(933, 624)",1,0.06,0.06,22.867809564670793
smle,"(8, 4)","(159, 565)",0,0.08,0.07,310.967967821292
smle,"(8, 4)","(159, 565)",1,0.08,0.07,310.26420409188995
naivesafe,"(8, 4)","(159, 565)",0,0.08,0.07,14.483646778136293
naivesafe,"(8, 4)","(159, 565)",1,0.08,0.07,22.868347300484466
naivesafe,"(8, 4)","(501, 982)",0,0.09,0.08,14.743652770175235
naivesafe,"(8, 4)","(501, 982)",1,0.09,0.08,23.114667178081522
smle,"(8, 4)","(501, 982)",0,0.09,0.08,19.84566731394369
smle,"(8, 4)","(501, 982)",1,0.09,0.08,22.015542568091057
naivesafe,"(8, 4)","(159, 284)",1,0.14,0.13,31.11189180009557
naivesafe,"(8, 4)","(159, 284)",0,0.14,0.13,22.792146378427333
smle,"(8, 4)","(159, 284)",1,0.14,0.13,324.42983117424484
smle,"(8, 4)","(159, 284)",0,0.14,0.13,325.5836470044682
smle,"(8, 4)","(933, 565)",1,0.15,0.14,136.72857021487837
smle,"(8, 4)","(933, 565)",0,0.15,0.14,135.69043928447144
naivesafe,"(8, 4)","(933, 565)",1,0.15,0.14,22.868347300484466
naivesafe,"(8, 4)","(933, 565)",0,0.15,0.14,14.48367209799817
naivesafe,"(8, 4)","(933, 284)",0,0.23,0.21,19.108192108848197
naivesafe,"(8, 4)","(933, 284)",1,0.23,0.21,27.46646954122563
smle,"(8, 4)","(933, 284)",0,0.23,0.21,138.38387327226692
smle,"(8, 4)","(933, 284)",1,0.23,0.21,139.5982649864046
naivesafe,"(8, 4)","(159, 982)",1,0.24,0.23,26.398178932326765
naivesafe,"(8, 4)","(159, 982)",0,0.24,0.23,18.077953119362807
smle,"(8, 4)","(159, 982)",1,0.24,0.23,318.0433434199622
smle,"(8, 4)","(159, 982)",0,0.24,0.23,315.68154702719244
naivesafe,"(8, 4)","(933, 982)",0,0.36,0.35,16.67826295569221
naivesafe,"(8, 4)","(933, 982)",1,0.36,0.35,25.00650226874656
smle,"(8, 4)","(933, 982)",0,0.36,0.35,137.43411595704958
smle,"(8, 4)","(933, 982)",1,0.36,0.35,135.55807650986515
unsafe,"(8, 8)","(-1, -1)",1,0.0,0.0,183744723.47400334
unsafe,"(8, 8)","(-1, -1)",0,0.0,0.0,170324851.2522958
smle,"(8, 8)","(30, 839)",0,0.0,0.0,157625402.90350044
smle,"(8, 8)","(30, 839)",1,0.0,0.0,158489539.17399386
smle,"(8, 8)","(30, 70)",0,0.0,0.0,158161656.9330902
smle,"(8, 8)","(30, 70)",1,0.0,0.0,158112003.6312168
naivesafe,"(8, 8)","(30, 839)",0,0.0,0.0,170324841.9314011
naivesafe,"(8, 8)","(30, 839)",1,0.0,0.0,183744724.47315252
naivesafe,"(8, 8)","(30, 70)",1,0.0,0.0,183744724.47315252
smle,"(8, 8)","(30, 600)",0,0.0,0.0,157843943.60866335
naivesafe,"(8, 8)","(30, 420)",0,0.0,0.0,170324841.9314011
naivesafe,"(8, 8)","(30, 420)",1,0.0,0.0,183744724.47315252
smle,"(8, 8)","(30, 600)",1,0.0,0.0,157677420.40421486
naivesafe,"(8, 8)","(30, 70)",0,0.0,0.0,170324841.9314011
naivesafe,"(8, 8)","(30, 600)",0,0.0,0.0,170324841.9314011
smle,"(8, 8)","(30, 420)",0,0.0,0.0,158469233.62204686
smle,"(8, 8)","(30, 420)",1,0.0,0.0,158207607.17421365
naivesafe,"(8, 8)","(30, 600)",1,0.0,0.0,183744724.47315252
smle,"(8, 8)","(501, 839)",0,0.04,0.02,158189234.15657887
smle,"(8, 8)","(501, 839)",1,0.04,0.02,158075511.4921624
naivesafe,"(8, 8)","(501, 839)",0,0.04,0.02,170320335.86847934
naivesafe,"(8, 8)","(501, 839)",1,0.04,0.02,183740877.85345486
naivesafe,"(8, 8)","(501, 600)",0,0.06,0.05,170323891.04875296
naivesafe,"(8, 8)","(501, 600)",1,0.06,0.05,183744526.87726316
smle,"(8, 8)","(501, 600)",0,0.06,0.05,157477602.6950643
smle,"(8, 8)","(501, 600)",1,0.06,0.05,158176741.58194593
smle,"(8, 8)","(501, 70)",1,0.06,0.06,157759251.12050077
smle,"(8, 8)","(501, 70)",0,0.06,0.06,157544922.48941165
naivesafe,"(8, 8)","(501, 70)",1,0.06,0.06,183744118.90909794
naivesafe,"(8, 8)","(501, 70)",0,0.06,0.06,170322263.1293704
naivesafe,"(8, 8)","(501, 420)",0,0.09,0.08,170314494.58061987
naivesafe,"(8, 8)","(501, 420)",1,0.09,0.08,183735612.63701242
smle,"(8, 8)","(501, 420)",0,0.09,0.08,157673058.64242724
smle,"(8, 8)","(501, 420)",1,0.09,0.08,157888316.76579008
smle,"(8, 8)","(159, 839)",1,0.11,0.12,176997799.51004964
smle,"(8, 8)","(159, 839)",0,0.11,0.12,177565821.02254444
naivesafe,"(8, 8)","(159, 839)",1,0.11,0.12,186048472.8357118
naivesafe,"(8, 8)","(159, 839)",0,0.11,0.12,172590375.1553476
naivesafe,"(8, 8)","(159, 70)",1,0.14,0.13,183741519.6930083
naivesafe,"(8, 8)","(159, 70)",0,0.14,0.13,170314227.92794693
smle,"(8, 8)","(159, 70)",1,0.14,0.13,177059992.2917294
smle,"(8, 8)","(159, 70)",0,0.14,0.13,176322358.1292517
smle,"(8, 8)","(933, 839)",0,0.14,0.14,156075797.0383455
smle,"(8, 8)","(933, 839)",1,0.14,0.14,156343089.82563642
naivesafe,"(8, 8)","(933, 839)",0,0.14,0.14,170456575.74375102
naivesafe,"(8, 8)","(933, 839)",1,0.14,0.14,183931118.967044
naivesafe,"(8, 8)","(159, 600)",1,0.18,0.19,183724280.36157933
naivesafe,"(8, 8)","(159, 600)",0,0.18,0.19,170298464.6078804
smle,"(8, 8)","(159, 600)",1,0.18,0.19,177288585.72292307
smle,"(8, 8)","(159, 600)",0,0.18,0.19,176728910.9288547
naivesafe,"(8, 8)","(933, 70)",0,0.23,0.22,170317066.04884905
naivesafe,"(8, 8)","(933, 70)",1,0.23,0.22,183742390.50752875
smle,"(8, 8)","(933, 70)",0,0.23,0.22,155409623.158065
smle,"(8, 8)","(933, 70)",1,0.23,0.22,156047458.81705612
naivesafe,"(8, 8)","(159, 420)",1,0.24,0.23,188076327.22942537
naivesafe,"(8, 8)","(159, 420)",0,0.24,0.23,174690185.6208355
smle,"(8, 8)","(159, 420)",1,0.24,0.23,177066742.54856768
smle,"(8, 8)","(159, 420)",0,0.24,0.23,177045279.36134434
naivesafe,"(8, 8)","(933, 600)",0,0.26,0.26,170309345.52980515
naivesafe,"(8, 8)","(933, 600)",1,0.26,0.26,183733056.29640913
smle,"(8, 8)","(933, 600)",0,0.26,0.26,156891148.95828167
smle,"(8, 8)","(933, 600)",1,0.26,0.26,155882657.34901482
naivesafe,"(8, 8)","(933, 420)",0,0.36,0.35,170768198.3149128
naivesafe,"(8, 8)","(933, 420)",1,0.36,0.35,184269436.14429334
smle,"(8, 8)","(933, 420)",0,0.36,0.35,156659048.9777919
smle,"(8, 8)","(933, 420)",1,0.36,0.35,156563363.9702781
smle,"(8, 16)","(30, 821)",0,0.0,0.0,2.769548898090878e+20
smle,"(8, 16)","(30, 821)",1,0.0,0.0,2.769557586247952e+20
smle,"(8, 16)","(30, 199)",0,0.0,0.0,2.7695470208975425e+20
smle,"(8, 16)","(30, 770)",1,0.0,0.0,2.7695464927774065e+20
smle,"(8, 16)","(30, 770)",0,0.0,0.0,2.7695382744884937e+20
smle,"(8, 16)","(30, 199)",1,0.0,0.0,2.7695536806384045e+20
naivesafe,"(8, 16)","(30, 270)",0,0.0,0.0,2.769609488373608e+20
unsafe,"(8, 16)","(-1, -1)",0,0.0,0.0,2.7696094883311508e+20
unsafe,"(8, 16)","(-1, -1)",1,0.0,0.0,2.769897827955129e+20
